Chip Run Info,C:\Users\Teyton Lab\Contacts\Desktop\Marie data (Mouse)\Macrophages\082218MHMacrophages4-2\ChipRun.bml,1131433250,48.48 (113x),GE 48x48 Fast PCR+Melt v2,ROX,EvaGreen,8/21/2018 8:37:41 PM,00:30:34,BIOMARKHD178
Application Version,4.0.1
Application Build,20130423.0820
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,User
S48-A42,noRT2,Unknown,1,LTA,Test,999,0,Fail,0.0168734359788604,999,999,0,
S48-A43,noRT2,Unknown,1,CD14,Test,999,0,Fail,0.0168734359788604,999,999,0,
S48-A44,noRT2,Unknown,1,CTSD,Test,999,0,Fail,0.0168734359788604,999,999,0,
S48-A45,noRT2,Unknown,1,HIF2A,Test,999,0,Fail,0.0168734359788604,999,999,0,
S48-A46,noRT2,Unknown,1,LY75,Test,999,0,Fail,0.0168734359788604,999,999,0,
S48-A47,noRT2,Unknown,1,SPHK1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S48-A48,noRT2,Unknown,1,LTB,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A01,7wM9mac1,Unknown,1,ABCA1,Test,24.1861255233302,1,Pass,0.0168734359788604,77.9763041270847,999,1,
S03-A02,7wM9mac1,Unknown,1,CD164,Test,15.9420446363053,1,Pass,0.0168734359788604,81.0671608346522,999,1,
S03-A03,7wM9mac1,Unknown,1,CXCL10,Test,14.6962145141794,1,Pass,0.0168734359788604,82.0548256384813,999,1,
S03-A04,7wM9mac1,Unknown,1,IL1A,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A05,7wM9mac1,Unknown,1,LYVE1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A06,7wM9mac1,Unknown,1,SPP1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A07,7wM9mac1,Unknown,1,B2M,Test,10.8280451654238,1,Pass,0.0168734359788604,81.4074932121908,999,1,
S03-A08,7wM9mac1,Unknown,1,PDL1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A09,7wM9mac1,Unknown,1,CXCL9,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A10,7wM9mac1,Unknown,1,IL1B,Test,11.1768354665042,1,Pass,0.0168734359788604,79.7509579579033,999,1,
S03-A11,7wM9mac1,Unknown,1,MDK,Test,16.8901196700337,1,Pass,0.0168734359788604,80.8629630876428,999,1,
S03-A12,7wM9mac1,Unknown,1,TLR4,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A13,7wM9mac1,Unknown,1,CCL1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A14,7wM9mac1,Unknown,1,CD40,Test,19.4429790422272,0,Fail,0.0168734359788604,999,73.8570443476266,0,
S03-A15,7wM9mac1,Unknown,1,F4-80,Test,21.05313336532,0.944624855443393,Pass,0.0168734359788604,82.1915047820397,999,1,
S03-A16,7wM9mac1,Unknown,1,IL6,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A17,7wM9mac1,Unknown,1,PDPN,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A18,7wM9mac1,Unknown,1,TPP1,Test,18.1888175332399,1,Pass,0.0168734359788604,80.7420394748396,999,1,
S03-A19,7wM9mac1,Unknown,1,CCL2,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A20,7wM9mac1,Unknown,1,CD74,Test,9.56461607761021,1,Pass,0.0168734359788604,80.8337138076014,999,1,
S03-A21,7wM9mac1,Unknown,1,FCGR3,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A22,7wM9mac1,Unknown,1,ITGAM,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A23,7wM9mac1,Unknown,1,PROX1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A24,7wM9mac1,Unknown,1,VEGFC,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A25,7wM9mac1,Unknown,1,CCL21A,Test,16.388751005539,1,Pass,0.0168734359788604,78.1666688369504,999,1,
S03-A26,7wM9mac1,Unknown,1,CD80,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A27,7wM9mac1,Unknown,1,VEGF-R3,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A28,7wM9mac1,Unknown,1,ITGAX,Test,16.3071865241324,1,Pass,0.0168734359788604,80.2115017124408,999,1,
S03-A29,7wM9mac1,Unknown,1,S1PR1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A30,7wM9mac1,Unknown,1,XCR1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A31,7wM9mac1,Unknown,1,CCL22,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A32,7wM9mac1,Unknown,1,CD86,Test,22.7207348895477,1,Pass,0.0168734359788604,80.6180319541212,999,1,
S03-A33,7wM9mac1,Unknown,1,H2-AA,Test,9.35651940586508,1,Pass,0.0168734359788604,84.8951998038408,999,1,
S03-A34,7wM9mac1,Unknown,1,LAMP2,Test,16.8440718349987,1,Pass,0.0168734359788604,82.1491666035099,999,1,
S03-A35,7wM9mac1,Unknown,1,SELENOP,Test,15.493335560805,1,Pass,0.0168734359788604,81.0667509535586,999,1,
S03-A36,7wM9mac1,Unknown,1,HIF1A,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A37,7wM9mac1,Unknown,1,CCR7,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A38,7wM9mac1,Unknown,1,CSF1R,Test,13.6292094037902,1,Pass,0.0168734359788604,82.3505331797988,999,1,
S03-A39,7wM9mac1,Unknown,1,H2-DMA,Test,14.1066575794199,1,Pass,0.0168734359788604,83.2664245921695,999,1,
S03-A40,7wM9mac1,Unknown,1,LY6G,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A41,7wM9mac1,Unknown,1,SGPL1,Test,19.1576780557175,1,Pass,0.0168734359788604,83.6510756044748,999,1,
S03-A42,7wM9mac1,Unknown,1,LTA,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A43,7wM9mac1,Unknown,1,CD14,Test,20.1196886916388,1,Pass,0.0168734359788604,83.8354750097985,999,1,
S03-A44,7wM9mac1,Unknown,1,CTSD,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A45,7wM9mac1,Unknown,1,HIF2A,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A46,7wM9mac1,Unknown,1,LY75,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A47,7wM9mac1,Unknown,1,SPHK1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S03-A48,7wM9mac1,Unknown,1,LTB,Test,999,0,Fail,0.0168734359788604,999,999,0,
S47-A01,7wM9mac30,Unknown,1,ABCA1,Test,16.4105491392061,1,Pass,0.0168734359788604,77.5429403245176,999,1,
S47-A02,7wM9mac30,Unknown,1,CD164,Test,17.0059304488501,0,Fail,0.0168734359788604,80.6550624995693,73.1088807762304,0.759451081549077,
S47-A03,7wM9mac30,Unknown,1,CXCL10,Test,21.9784509994223,0,Fail,0.0168734359788604,81.4953597333257,85.9302677077723,0.0970446292666779,
S47-A04,7wM9mac30,Unknown,1,IL1A,Test,999,0,Fail,0.0168734359788604,999,999,0,
S47-A05,7wM9mac30,Unknown,1,LYVE1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S47-A06,7wM9mac30,Unknown,1,SPP1,Test,15.2303553483579,1,Pass,0.0168734359788604,80.1560103721961,999,1,
S47-A07,7wM9mac30,Unknown,1,B2M,Test,11.7153508628219,1,Pass,0.0168734359788604,81.3308161142783,999,1,
S47-A08,7wM9mac30,Unknown,1,PDL1,Test,18.8176232138939,1,Pass,0.0168734359788604,82.7086143276877,999,1,
S47-A09,7wM9mac30,Unknown,1,CXCL9,Test,999,0,Fail,0.0168734359788604,999,999,0,
S47-A10,7wM9mac30,Unknown,1,IL1B,Test,12.2706199661212,1,Pass,0.0168734359788604,79.7453637222047,999,1,
S47-A11,7wM9mac30,Unknown,1,MDK,Test,17.8211191618694,1,Pass,0.0168734359788604,80.896953699085,999,1,
S47-A12,7wM9mac30,Unknown,1,TLR4,Test,18.7757524917265,1,Pass,0.0168734359788604,79.2143048473225,999,1,
S47-A13,7wM9mac30,Unknown,1,CCL1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S47-A14,7wM9mac30,Unknown,1,CD40,Test,20.8499552155924,0,Fail,0.0168734359788604,999,73.8040651393767,0,
S47-A15,7wM9mac30,Unknown,1,F4-80,Test,22.4282152454912,0.961349051188961,Pass,0.0168734359788604,82.1631457048788,999,1,
S47-A16,7wM9mac30,Unknown,1,IL6,Test,999,0,Fail,0.0168734359788604,999,999,0,
S47-A17,7wM9mac30,Unknown,1,PDPN,Test,999,0,Fail,0.0168734359788604,999,999,0,
S47-A18,7wM9mac30,Unknown,1,TPP1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S47-A19,7wM9mac30,Unknown,1,CCL2,Test,22.9764384849824,0,Fail,0.0168734359788604,999,85.2154514486913,0,
S47-A20,7wM9mac30,Unknown,1,CD74,Test,11.6427663775792,1,Pass,0.0168734359788604,80.7809184916274,999,1,
S47-A21,7wM9mac30,Unknown,1,FCGR3,Test,25.4344518246688,0.941766866579066,Pass,0.0168734359788604,81.5825275410554,999,1,
S47-A22,7wM9mac30,Unknown,1,ITGAM,Test,999,0,Fail,0.0168734359788604,999,999,0,
S47-A23,7wM9mac30,Unknown,1,PROX1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S47-A24,7wM9mac30,Unknown,1,VEGFC,Test,18.7575577568595,1,Pass,0.0168734359788604,81.1009831639159,999,1,
S47-A25,7wM9mac30,Unknown,1,CCL21A,Test,16.4974309052711,1,Pass,0.0168734359788604,78.0990059628048,999,1,
S47-A26,7wM9mac30,Unknown,1,CD80,Test,999,0,Fail,0.0168734359788604,999,999,0,
S47-A27,7wM9mac30,Unknown,1,VEGF-R3,Test,999,0,Fail,0.0168734359788604,999,999,0,
S47-A28,7wM9mac30,Unknown,1,ITGAX,Test,18.1401930185094,1,Pass,0.0168734359788604,80.342554971952,999,1,
S47-A29,7wM9mac30,Unknown,1,S1PR1,Test,15.4730635069059,1,Pass,0.0168734359788604,86.2702901369562,999,1,
S47-A30,7wM9mac30,Unknown,1,XCR1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S47-A31,7wM9mac30,Unknown,1,CCL22,Test,999,0,Fail,0.0168734359788604,999,999,0,
S47-A32,7wM9mac30,Unknown,1,CD86,Test,20.812327075851,1,Pass,0.0168734359788604,80.3966774162102,999,1,
S47-A33,7wM9mac30,Unknown,1,H2-AA,Test,11.3289745444428,1,Pass,0.0168734359788604,84.8705851002206,999,1,
S47-A34,7wM9mac30,Unknown,1,LAMP2,Test,14.8093599501795,1,Pass,0.0168734359788604,82.1702870947131,999,1,
S47-A35,7wM9mac30,Unknown,1,SELENOP,Test,15.0729751061354,1,Pass,0.0168734359788604,81.05312686087,999,1,
S47-A36,7wM9mac30,Unknown,1,HIF1A,Test,18.1988219359024,1,Pass,0.0168734359788604,76.3669139844683,999,1,
S47-A37,7wM9mac30,Unknown,1,CCR7,Test,17.3483933159589,1,Pass,0.0168734359788604,82.0425455131139,999,1,
S47-A38,7wM9mac30,Unknown,1,CSF1R,Test,13.5759833374123,1,Pass,0.0168734359788604,82.2143274393342,999,1,
S47-A39,7wM9mac30,Unknown,1,H2-DMA,Test,16.4292601587895,1,Pass,0.0168734359788604,83.1514028040729,999,1,
S47-A40,7wM9mac30,Unknown,1,LY6G,Test,999,0,Fail,0.0168734359788604,999,999,0,
S47-A41,7wM9mac30,Unknown,1,SGPL1,Test,19.4672597401868,1,Pass,0.0168734359788604,83.5995894390043,999,1,
S47-A42,7wM9mac30,Unknown,1,LTA,Test,999,0,Fail,0.0168734359788604,999,999,0,
S47-A43,7wM9mac30,Unknown,1,CD14,Test,17.9942164015844,1,Pass,0.0168734359788604,83.7844799123078,999,1,
S47-A44,7wM9mac30,Unknown,1,CTSD,Test,17.0737279129688,1,Pass,0.0168734359788604,82.5983682251141,999,1,
S47-A45,7wM9mac30,Unknown,1,HIF2A,Test,999,0,Fail,0.0168734359788604,999,999,0,
S47-A46,7wM9mac30,Unknown,1,LY75,Test,999,0,Fail,0.0168734359788604,999,999,0,
S47-A47,7wM9mac30,Unknown,1,SPHK1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S47-A48,7wM9mac30,Unknown,1,LTB,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A01,7wM8mac3,Unknown,1,ABCA1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A02,7wM8mac3,Unknown,1,CD164,Test,14.1212147690222,1,Pass,0.0168734359788604,80.8893598746906,999,1,
S02-A03,7wM8mac3,Unknown,1,CXCL10,Test,23.9107520493842,0,Fail,0.0168734359788604,999,85.9540024911052,0,
S02-A04,7wM8mac3,Unknown,1,IL1A,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A05,7wM8mac3,Unknown,1,LYVE1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A06,7wM8mac3,Unknown,1,SPP1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A07,7wM8mac3,Unknown,1,B2M,Test,10.4189811322929,1,Pass,0.0168734359788604,81.2948982658041,999,1,
S02-A08,7wM8mac3,Unknown,1,PDL1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A09,7wM8mac3,Unknown,1,CXCL9,Test,26.0472211826995,1,Pass,0.0168734359788604,80.8670761390621,999,1,
S02-A10,7wM8mac3,Unknown,1,IL1B,Test,13.9339409616576,1,Pass,0.0168734359788604,79.6983738440889,999,1,
S02-A11,7wM8mac3,Unknown,1,MDK,Test,15.9190976530966,1,Pass,0.0168734359788604,80.8443918341967,999,1,
S02-A12,7wM8mac3,Unknown,1,TLR4,Test,19.0353763261766,1,Pass,0.0168734359788604,79.1885064660788,999,1,
S02-A13,7wM8mac3,Unknown,1,CCL1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A14,7wM8mac3,Unknown,1,CD40,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A15,7wM8mac3,Unknown,1,F4-80,Test,23.5283746622283,0.983522306755028,Pass,0.0168734359788604,82.1584749880727,999,1,
S02-A16,7wM8mac3,Unknown,1,IL6,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A17,7wM8mac3,Unknown,1,PDPN,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A18,7wM8mac3,Unknown,1,TPP1,Test,18.7930822716689,1,Pass,0.0168734359788604,80.6827157794503,999,1,
S02-A19,7wM8mac3,Unknown,1,CCL2,Test,17.951269191969,1,Pass,0.0168734359788604,80.7387543182317,999,1,
S02-A20,7wM8mac3,Unknown,1,CD74,Test,9.27243611266149,1,Pass,0.0168734359788604,80.7409170728858,999,1,
S02-A21,7wM8mac3,Unknown,1,FCGR3,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A22,7wM8mac3,Unknown,1,ITGAM,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A23,7wM8mac3,Unknown,1,PROX1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A24,7wM8mac3,Unknown,1,VEGFC,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A25,7wM8mac3,Unknown,1,CCL21A,Test,18.3400292778501,1,Pass,0.0168734359788604,78.0927001073792,999,1,
S02-A26,7wM8mac3,Unknown,1,CD80,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A27,7wM8mac3,Unknown,1,VEGF-R3,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A28,7wM8mac3,Unknown,1,ITGAX,Test,16.2252692678309,1,Pass,0.0168734359788604,79.9754006384403,999,1,
S02-A29,7wM8mac3,Unknown,1,S1PR1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A30,7wM8mac3,Unknown,1,XCR1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A31,7wM8mac3,Unknown,1,CCL22,Test,17.2821866864235,1,Pass,0.0168734359788604,81.0725407915933,999,1,
S02-A32,7wM8mac3,Unknown,1,CD86,Test,23.2810577162793,1,Pass,0.0168734359788604,80.4299926778448,999,1,
S02-A33,7wM8mac3,Unknown,1,H2-AA,Test,8.62468082875782,1,Pass,0.0168734359788604,84.8395770641394,999,1,
S02-A34,7wM8mac3,Unknown,1,LAMP2,Test,14.7374139046054,1,Pass,0.0168734359788604,82.0969057688934,999,1,
S02-A35,7wM8mac3,Unknown,1,SELENOP,Test,15.3457126211598,1,Pass,0.0168734359788604,81.0493850573409,999,1,
S02-A36,7wM8mac3,Unknown,1,HIF1A,Test,16.6622020908966,1,Pass,0.0168734359788604,76.3339192829087,999,1,
S02-A37,7wM8mac3,Unknown,1,CCR7,Test,19.0472585885549,1,Pass,0.0168734359788604,82.0447790494855,999,1,
S02-A38,7wM8mac3,Unknown,1,CSF1R,Test,12.275836901171,1,Pass,0.0168734359788604,82.2719149019613,999,1,
S02-A39,7wM8mac3,Unknown,1,H2-DMA,Test,13.2184416224152,1,Pass,0.0168734359788604,83.1337192657224,999,1,
S02-A40,7wM8mac3,Unknown,1,LY6G,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A41,7wM8mac3,Unknown,1,SGPL1,Test,18.7868516513666,1,Pass,0.0168734359788604,83.6351746178178,999,1,
S02-A42,7wM8mac3,Unknown,1,LTA,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A43,7wM8mac3,Unknown,1,CD14,Test,20.7359681511834,1,Pass,0.0168734359788604,83.7797789295392,999,1,
S02-A44,7wM8mac3,Unknown,1,CTSD,Test,16.5438179565242,1,Pass,0.0168734359788604,82.4065308092329,999,1,
S02-A45,7wM8mac3,Unknown,1,HIF2A,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A46,7wM8mac3,Unknown,1,LY75,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A47,7wM8mac3,Unknown,1,SPHK1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S02-A48,7wM8mac3,Unknown,1,LTB,Test,999,0,Fail,0.0168734359788604,999,999,0,
S46-A01,7wM9mac29,Unknown,1,ABCA1,Test,16.2019649304592,1,Pass,0.0168734359788604,77.7505139331076,999,1,
S46-A02,7wM9mac29,Unknown,1,CD164,Test,17.9379850599266,1,Pass,0.0168734359788604,81.0649058054168,999,1,
S46-A03,7wM9mac29,Unknown,1,CXCL10,Test,17.7741510445634,0,Fail,0.0168734359788604,81.6167821003603,85.7605089293332,0.0794001547454686,
S46-A04,7wM9mac29,Unknown,1,IL1A,Test,999,0,Fail,0.0168734359788604,999,999,0,
S46-A05,7wM9mac29,Unknown,1,LYVE1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S46-A06,7wM9mac29,Unknown,1,SPP1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S46-A07,7wM9mac29,Unknown,1,B2M,Test,11.9164514007687,1,Pass,0.0168734359788604,81.28278183473,999,1,
S46-A08,7wM9mac29,Unknown,1,PDL1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S46-A09,7wM9mac29,Unknown,1,CXCL9,Test,999,0,Fail,0.0168734359788604,999,999,0,
S46-A10,7wM9mac29,Unknown,1,IL1B,Test,13.9471875673305,1,Pass,0.0168734359788604,79.646145720733,999,1,
S46-A11,7wM9mac29,Unknown,1,MDK,Test,16.2675363888475,1,Pass,0.0168734359788604,80.743097998536,999,1,
S46-A12,7wM9mac29,Unknown,1,TLR4,Test,17.3802608655281,1,Pass,0.0168734359788604,79.0726518899717,999,1,
S46-A13,7wM9mac29,Unknown,1,CCL1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S46-A14,7wM9mac29,Unknown,1,CD40,Test,21.9916619867182,0,Fail,0.0168734359788604,999,73.7658378863704,0,
S46-A15,7wM9mac29,Unknown,1,F4-80,Test,20.7681711174795,1,Pass,0.0168734359788604,82.051715932985,999,1,
S46-A16,7wM9mac29,Unknown,1,IL6,Test,999,0,Fail,0.0168734359788604,999,999,0,
S46-A17,7wM9mac29,Unknown,1,PDPN,Test,999,0,Fail,0.0168734359788604,999,999,0,
S46-A18,7wM9mac29,Unknown,1,TPP1,Test,20.3380673843721,1,Pass,0.0168734359788604,80.7053450218131,999,1,
S46-A19,7wM9mac29,Unknown,1,CCL2,Test,18.7642566521203,0,Fail,0.0168734359788604,999,84.9449943151352,0,
S46-A20,7wM9mac29,Unknown,1,CD74,Test,9.93206594261405,1,Pass,0.0168734359788604,80.7223753841287,999,1,
S46-A21,7wM9mac29,Unknown,1,FCGR3,Test,999,0,Fail,0.0168734359788604,999,999,0,
S46-A22,7wM9mac29,Unknown,1,ITGAM,Test,999,0,Fail,0.0168734359788604,999,999,0,
S46-A23,7wM9mac29,Unknown,1,PROX1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S46-A24,7wM9mac29,Unknown,1,VEGFC,Test,999,0,Fail,0.0168734359788604,999,999,0,
S46-A25,7wM9mac29,Unknown,1,CCL21A,Test,16.0717678200131,1,Pass,0.0168734359788604,78.078835717211,999,1,
S46-A26,7wM9mac29,Unknown,1,CD80,Test,999,0,Fail,0.0168734359788604,999,999,0,
S46-A27,7wM9mac29,Unknown,1,VEGF-R3,Test,999,0,Fail,0.0168734359788604,999,999,0,
S46-A28,7wM9mac29,Unknown,1,ITGAX,Test,15.3311083183581,1,Pass,0.0168734359788604,80.2742085876292,999,1,
S46-A29,7wM9mac29,Unknown,1,S1PR1,Test,17.094673096731,1,Pass,0.0168734359788604,86.1797102570789,999,1,
S46-A30,7wM9mac29,Unknown,1,XCR1,Test,999,0,Fail,0.0168734359788604,999,999,0,
S46-A31,7wM9mac29,Unknown,1,CCL22,Test,999,0,Fail,0.0168734359788604,999,999,0,
S46-A32,7wM9mac29,Unknown,1,CD86,Test,18.3370758972412,1,Pass,0.0168734359788604,80.3694443054501,999,1,
S46-A33,7wM9mac29,Unknown,1,H2-AA,Test,8.97470163876797,1,Pass,0.0168734359788604,84.8239214206768,999,1,
S46-A34,7wM9mac29,Unknown,1,LAMP2,Test,14.5040724614353,1,Pass,0.0168734359788604,81.9028400575384,999,1,
S46-A35,7wM9mac29,Unknown,1,SELENOP,Test,14.9814652990651,1,Pass,0.0168734359788604,81.0312206029306,999,1,
S46-A36,7wM9mac29,Unknown,1,HIF1A,Test,999,0,Fail,0.0168734359788604,999,999,0,
